,0
1865,7.4
1866,5.2
1867,5.0
1868,6.7
1869,5.4
1870,6.3
1871,6.7
1872,7.9
1873,6.2
1874,6.1
1875,7.5
1876,7.6
1877,7.4
1878,6.3
1879,3.6
1880,6.1
1881,7.4
1882,5.6
1883,4.6
1884,5.8
1885,6.3
1886,6.7
1887,6.8
1888,3.2
1889,7.8
1890,5.9
1891,5.2
1892,6.0
1893,5.8
1894,6.1
1895,5.8
1896,7.0
1897,4.2
1898,6.9
1899,6.5
1900,7.0
1901,6.6
1902,5.3
1903,4.6
1904,6.2
1905,7.1
1906,5.7
1907,5.3
1908,6.0
1909,6.3
1910,6.3
1911,7.0
1912,6.6
1913,7.9
1914,6.0
1915,6.3
1916,6.7
1917,6.0
1918,5.9
1919,6.0
1920,5.3
1921,5.3
1922,5.2
1923,5.1
1924,6.7
1925,7.1
1926,6.3
1927,8.2
1928,5.4
1929,6.7
1930,4.9
1931,6.8
1932,6.5
1933,7.1
1934,7.8
1935,5.6
1936,5.0
1937,6.9
1938,6.3
1939,7.2
1940,7.3
1941,7.2
1942,5.8
1943,5.3
1944,7.0
1945,6.5
1946,6.2
1947,3.0
1948,5.5
1949,6.5
1950,6.2
1951,5.8
1952,5.9
1953,6.1
1954,6.4
1955,6.0
1956,6.1
1957,5.7
1958,6.7
1959,5.6
1960,7.3
1961,6.3
1962,6.5
1963,1.9
1964,5.4
1965,4.7
1966,6.4
1967,6.5
1968,6.5
1969,5.9
1970,4.1
1971,5.3
1972,4.7
1973,7.0
1974,6.2
1975,6.8
1976,3.1
1977,5.4
1978,6.5
1979,6.6
1980,4.8
1981,6.8
1982,8.2
1983,7.1
1984,3.3
1985,6.9
1986,6.5
1987,5.4
1988,6.2
1989,6.1
1990,4.5
1991,6.0
1992,5.3
1993,6.1
1994,7.6
1995,5.4
1996,6.7
1997,6.1
1998,7.0
1999,8.1
2000,8.0
2001,5.5
2002,5.9
2003,5.3
2004,6.5
2005,6.2
2006,8.3
2007,6.5
2008,7.4
2009,6.0
2010,6.4
2011,6.0
2012,6.2
2013,5.8
2014,5.6
2015,6.0
2016,7.3
2017,6.0
2018,7.2
2019,6.0
2020,6.2
2021,6.6
2022,6.9
2023,6.5
2024,6.1
2025,6.4
2026,6.3
2027,5.5
2028,3.7
2029,5.6
2030,6.5
2031,6.5
2032,5.5
2033,6.3
2034,7.3
2035,7.8
2036,4.8
2037,6.9
2038,6.8
2039,5.9
2040,7.4
2041,7.0
2042,6.9
2043,6.0
2044,6.4
2045,6.9
2046,6.7
2047,5.6
2048,5.8
2049,7.7
2050,5.6
2051,7.0
2052,6.8
2053,5.4
2054,4.9
2055,6.8
2056,3.7
2057,6.2
2058,7.3
2059,4.9
2060,6.9
2061,5.7
2062,5.8
2063,6.5
2064,7.3
2065,6.7
2066,6.5
2067,6.9
2068,6.8
2069,6.2
2070,6.7
2071,5.9
2072,7.0
2073,6.7
2074,4.4
2075,6.7
2076,6.9
2077,6.7
2078,5.0
2079,6.0
2080,7.0
2081,6.4
2082,6.5
2083,5.9
2084,7.5
2085,5.9
2086,5.8
2087,4.6
2088,7.7
2089,7.4
2090,5.6
2091,6.4
2092,6.9
2093,5.8
2094,7.4
2095,6.7
2096,6.4
2097,5.8
2098,5.9
2099,6.0
2100,6.1
2101,7.4
2102,6.0
2103,7.3
2104,4.8
2105,6.2
2106,6.3
2107,6.4
2108,5.6
2109,4.9
2110,4.1
2111,7.0
2112,7.1
2113,5.6
2114,6.8
2115,6.1
2116,5.2
2117,5.0
2118,4.5
2119,5.8
2120,7.0
2121,7.2
2122,6.9
2123,6.0
2124,7.0
2125,8.1
2126,6.5
2127,7.3
2128,7.4
2129,5.9
2130,7.3
2131,4.8
2132,7.6
2133,6.4
2134,7.6
2135,7.4
2136,5.3
2137,5.5
2138,5.3
2139,7.4
